genes	pvalue	padj
Khdc1b	0.063531597	0.9998431
Fam151a	0.063594267	0.9998431
Fcf1	0.063674761	0.9998431
Gstz1	0.063679728	0.9998431
Tagap1	0.063706522	0.9998431
BC100530	0.063717982	0.9998431
Gng8	0.063752513	0.9998431
5830428M24Rik	0.06382852	0.9998431
Myo5c	0.063863073	0.9998431
Tdrd1	0.063985417	0.9998431
Tex2	0.064107141	0.9998431
5830454E08Rik	0.06413793	0.9998431
Siglecf	0.064221363	0.9998431
Snrpa	0.064262972	0.9998431
Hs3st4	0.064420069	0.9998431
Acat2	0.064574671	0.9998431
D17H6S56E-5	0.06458574	0.9998431
Hmgcl	0.064617802	0.9998431
Zfp872	0.064692603	0.9998431
Wfdc6a	0.064791361	0.9998431
Grm8	0.064924186	0.9998431
Gm12657	0.065121604	0.9998431
Rptor	0.065187486	0.9998431
Spaca5	0.065232582	0.9998431
Dlx4	0.065278532	0.9998431
Snord64	0.06532038	0.9998431
5730420D15Rik	0.065420725	0.9998431
9930104L06Rik	0.065506261	0.9998431
Pla2g2c	0.065654012	0.9998431
Nhlh2	0.065900716	0.9998431
Gimap3	0.066011378	0.9998431
Creld2	0.066051142	0.9998431
Prss38	0.066138497	0.9998431
Amdhd1	0.066139714	0.9998431
E230016K23Rik	0.06627308	0.9998431
Pcdh20	0.066328295	0.9998431
Rin1	0.066407194	0.9998431
Gm5083	0.066443293	0.9998431
Cd244	0.06658994	0.9998431
Cda	0.066704398	0.9998431
Tamm41	0.066855313	0.9998431
Atcay	0.066889157	0.9998431
Mak	0.066906008	0.9998431
Sh2d3c	0.067139397	0.9998431
Rbpms2	0.067324562	0.9998431
Fcgbp	0.067352752	0.9998431
Srpk3	0.067357196	0.9998431
Pcnt	0.067366127	0.9998431
Acr	0.06748742	0.9998431
Mfsd6	0.067490577	0.9998431
Gpr82	0.067583055	0.9998431
Abhd11os	0.067623883	0.9998431
Gm14379	0.067631409	0.9998431
Manf	0.067726589	0.9998431
Clec2d	0.06779327	0.9998431
Adam3	0.067880236	0.9998431
Pidd1	0.068059743	0.9998431
Tradd	0.068083506	0.9998431
Wnt9b	0.068143395	0.9998431
Hmgcs2	0.068215022	0.9998431
Gm9839	0.068280208	0.9998431
Bub1b	0.068280811	0.9998431
Sohlh2	0.068287495	0.9998431
Pnliprp1	0.068318718	0.9998431
Ino80c	0.06834049	0.9998431
Dennd5b	0.068425649	0.9998431
Spink8	0.06849132	0.9998431
Braf	0.068627494	0.9998431
Ippk	0.068763716	0.9998431
Bco1	0.068960728	0.9998431
Cnst	0.069004714	0.9998431
Tlk1	0.069005636	0.9998431
Fcho1	0.069029822	0.9998431
Chtf18	0.069033596	0.9998431
Klf4	0.069261561	0.9998431
Ccnk	0.069442743	0.9998431
Nudt14	0.069508228	0.9998431
Agtpbp1	0.069532967	0.9998431
Pcsk6	0.069589865	0.9998431
Alpk2	0.069605105	0.9998431
Mir1983	0.069822727	0.9998431
Fam187a	0.069979634	0.9998431
Psph	0.070086183	0.9998431
Fah	0.070216885	0.9998431
Ccnf	0.070241785	0.9998431
Entpd4	0.070295518	0.9998431
Dmbx1	0.07039544	0.9998431
Nat6	0.070413869	0.9998431
Gm1653	0.07041816	0.9998431
Snord49b	0.070525543	0.9998431
1700102P08Rik	0.070617037	0.9998431
Kcnip4	0.070635746	0.9998431
Akr1c13	0.070751761	0.9998431
Polr2l	0.070817871	0.9998431
Rps6ka3	0.070936384	0.9998431
Mcph1	0.070951463	0.9998431
Dll4	0.07096063	0.9998431
Gm5144	0.071115197	0.9998431
St3gal1	0.07129365	0.9998431
4930539C22Rik	0.071344444	0.9998431
Gm13030	0.071367178	0.9998431
Gm10584	0.071408678	0.9998431
Ccl11	0.071445147	0.9998431
Rsl1	0.072023178	0.9998431
Irf1	0.072035041	0.9998431
Ocln	0.072118516	0.9998431
Orc3	0.072258893	0.9998431
Ccny	0.072273297	0.9998431
Pabpc1l	0.072321438	0.9998431
Rmnd5a	0.072328864	0.9998431
Lrrc36	0.072343769	0.9998431
Cdc14a	0.072367459	0.9998431
C230004F18Rik	0.072528449	0.9998431
1500009L16Rik	0.072595511	0.9998431
Thrsp	0.072637996	0.9998431
Snord22	0.072646561	0.9998431
Ushbp1	0.072647428	0.9998431
Nfatc4	0.07284287	0.9998431
Cep95	0.072868465	0.9998431
Slc23a2	0.073093792	0.9998431
Rassf7	0.073136494	0.9998431
Fcrla	0.073160033	0.9998431
Kat7	0.073359306	0.9998431
Znrd1as	0.073414707	0.9998431
Nrl	0.073575081	0.9998431
Gm1661	0.073605282	0.9998431
Igflr1	0.073699788	0.9998431
1700112J16Rik	0.073713707	0.9998431
Smlr1	0.07371489	0.9998431
Srek1	0.073788821	0.9998431
Naif1	0.073845277	0.9998431
Nek5	0.073872596	0.9998431
Cbr2	0.0739125	0.9998431
Slc35e1	0.073946459	0.9998431
Btg3	0.074031193	0.9998431
Ntm	0.074061054	0.9998431
Olfr1432	0.074061517	0.9998431
Rftn1	0.074062684	0.9998431
Mterf1a	0.074124441	0.9998431
Acbd4	0.07426442	0.9998431
Glra4	0.074314011	0.9998431
Tbrg3	0.074314927	0.9998431
Pcgf1	0.074334869	0.9998431
Usp45	0.074369633	0.9998431
Gk2	0.074491068	0.9998431
Cfap46	0.074589309	0.9998431
Rpl18a	0.074620035	0.9998431
Card10	0.074823203	0.9998431
Orai1	0.074874211	0.9998431
Thumpd2	0.074875548	0.9998431
Cdh8	0.074959819	0.9998431
Zfp446	0.075112253	0.9998431
Sptbn2	0.075186199	0.9998431
Sfn	0.075201255	0.9998431
Bcor	0.075359267	0.9998431
Mrpl52	0.075378272	0.9998431
Ubald2	0.075544756	0.9998431
Manba	0.0755696	0.9998431
Gm6300	0.075996067	0.9998431
Man2b2	0.076019085	0.9998431
Ruvbl2	0.076022892	0.9998431
Adam22	0.076071882	0.9998431
Slc16a3	0.076100347	0.9998431
Cpt1b	0.076234773	0.9998431
Dpy19l2	0.076246812	0.9998431
Acp2	0.076269019	0.9998431
Ptk6	0.076371438	0.9998431
Egfl7	0.076379406	0.9998431
Gm11213	0.076501001	0.9998431
Mir3113	0.076580415	0.9998431
H1fx	0.07659578	0.9998431
Gm17365	0.076648722	0.9998431
A730046J19Rik	0.076811083	0.9998431
Gm10400	0.077008398	0.9998431
Srd5a2	0.077144036	0.9998431
Lhx1	0.077186568	0.9998431
Lrba	0.077188483	0.9998431
Ly6g5b	0.077233459	0.9998431
Xxylt1	0.077535166	0.9998431
Dnah10	0.077628324	0.9998431
Fam133b	0.077824988	0.9998431
Mt1	0.07782571	0.9998431
Dmpk	0.077879507	0.9998431
Nfil3	0.078041718	0.9998431
Mcm5	0.078157502	0.9998431
Mmp21	0.078160376	0.9998431
Rrp9	0.078272893	0.9998431
Tmem30c	0.078318854	0.9998431
Foxi2	0.078322311	0.9998431
Chd2	0.0784022	0.9998431
Car14	0.078530849	0.9998431
H2-M5	0.078722915	0.9998431
Nnmt	0.078881489	0.9998431
Tnni3k	0.078928285	0.9998431
5830411N06Rik	0.079026061	0.9998431
Tdo2	0.079132367	0.9998431
Il17rc	0.079262126	0.9998431
Endov	0.079336397	0.9998431
Nfrkb	0.079353305	0.9998431
Col19a1	0.079590746	0.9998431
Kcnmb1	0.079606912	0.9998431
Tmem207	0.079609491	0.9998431
Hbq1b	0.079718404	0.9998431
Cpne7	0.079766262	0.9998431
Tnfsf8	0.079796604	0.9998431
Tm4sf20	0.079855448	0.9998431
Cmtm5	0.079866214	0.9998431
Zfp14	0.079940843	0.9998431
Acsl1	0.080016038	0.9998431
Dcp2	0.080155596	0.9998431
Ubxn2a	0.0803061	0.9998431
Rccd1	0.080433517	0.9998431
Senp2	0.080503583	0.9998431
Mapre2	0.08064969	0.9998431
Rgsl1	0.080654285	0.9998431
Cdk17	0.08116677	0.9998431
Ggps1	0.081261586	0.9998431
Rab27b	0.081291989	0.9998431
Iqub	0.081369319	0.9998431
Slc15a1	0.081371038	0.9998431
Actrt3	0.081579859	0.9998431
Acads	0.081606512	0.9998431
Fosl2	0.08161297	0.9998431
Lin28a	0.081655241	0.9998431
Fundc1	0.08165903	0.9998431
Col6a6	0.081691066	0.9998431
A730017L22Rik	0.081714901	0.9998431
Gstt3	0.08174898	0.9998431
Ano3	0.081859691	0.9998431
Gm11992	0.081890138	0.9998431
Cxcl12	0.08195846	0.9998431
Alox12	0.081987071	0.9998431
Gm13003	0.082034082	0.9998431
Slc39a4	0.082077728	0.9998431
Adpgk	0.082086456	0.9998431
Pvrl1	0.082096578	0.9998431
Crx	0.082097465	0.9998431
Cst6	0.0821439	0.9998431
Col4a3bp	0.082198065	0.9998431
Dusp10	0.082254876	0.9998431
Epha4	0.082572605	0.9998431
Cers2	0.082586296	0.9998431
Micall2	0.08267436	0.9998431
Sfi1	0.082744231	0.9998431
Tex101	0.082768081	0.9998431
Naaa	0.08278515	0.9998431
Foxk2	0.082861501	0.9998431
Pdzd2	0.082986828	0.9998431
Osbpl3	0.08299872	0.9998431
Cd209b	0.083056374	0.9998431
C230072F16Rik	0.083065008	0.9998431
4930477N07Rik	0.083096902	0.9998431
Bcs1l	0.083174322	0.9998431
Ppp1r17	0.083258341	0.9998431
Rnmt	0.083561482	0.9998431
E330009J07Rik	0.083600068	0.9998431
Alox15	0.083658593	0.9998431
Col8a1	0.083723411	0.9998431
Tmem52	0.083773633	0.9998431
Lif	0.083820282	0.9998431
Gm11974	0.083922207	0.9998431
Ccser1	0.083956267	0.9998431
1810010D01Rik	0.083994082	0.9998431
Mir6989	0.084086755	0.9998431
Gypa	0.084096251	0.9998431
Ubap1	0.08419098	0.9998431
Hsh2d	0.084204732	0.9998431
Efs	0.08452996	0.9998431
Ppapdc1a	0.084672045	0.9998431
Lyve1	0.084688947	0.9998431
Olig2	0.084779656	0.9998431
1700123L14Rik	0.084826843	0.9998431
Rbm22	0.084830023	0.9998431
Tfb2m	0.084855951	0.9998431
Apoc1	0.084984763	0.9998431
Casz1	0.085149627	0.9998431
Osm	0.085234942	0.9998431
Gm15915	0.085238359	0.9998431
Ggta1	0.085263893	0.9998431
Med27	0.085311531	0.9998431
Rnaseh2c	0.085326073	0.9998431
Slfn8	0.085362323	0.9998431
Fndc1	0.085395686	0.9998431
Polr3gl	0.085494059	0.9998431
Kctd16	0.085661531	0.9998431
Pcdhga8	0.085715357	0.9998431
Snrnp35	0.085747989	0.9998431
A230103J11Rik	0.085820181	0.9998431
Por	0.08590098	0.9998431
Trpm6	0.085920679	0.9998431
Samd8	0.085936479	0.9998431
Tagln2	0.085995253	0.9998431
9530052E02Rik	0.086001527	0.9998431
Ctsd	0.086002288	0.9998431
Mcidas	0.086078923	0.9998431
Txnl4b	0.086093943	0.9998431
Syt15	0.086192395	0.9998431
Thbs3	0.086209103	0.9998431
4833427G06Rik	0.086240046	0.9998431
Pde4d	0.086278048	0.9998431
Naprt	0.086306953	0.9998431
Mroh2a	0.086333798	0.9998431
Chit1	0.08636925	0.9998431
Sox18	0.086377118	0.9998431
Aldh1a3	0.086435283	0.9998431
Eps8	0.086441881	0.9998431
Bcam	0.086463094	0.9998431
Pla2g6	0.08657763	0.9998431
Polr3a	0.086600178	0.9998431
Ogdhl	0.086615993	0.9998431
Vamp5	0.086618722	0.9998431
Trabd	0.086668184	0.9998431
Rpl37a	0.086771389	0.9998431
Akap7	0.086840338	0.9998431
BC035044	0.087009734	0.9998431
Csrp2	0.08702593	0.9998431
Nmrk2	0.087035336	0.9998431
Enox2	0.08711552	0.9998431
Prlhr	0.087136808	0.9998431
Mal	0.087177828	0.9998431
Sqrdl	0.087325561	0.9998431
Prss51	0.087400948	0.9998431
Gucd1	0.087536447	0.9998431
Map3k7cl	0.087649532	0.9998431
Snhg20	0.087704515	0.9998431
Fam184b	0.087722186	0.9998431
Mef2c	0.087732296	0.9998431
Flrt2	0.087847347	0.9998431
Zfp653	0.087915704	0.9998431
Spon2	0.08800235	0.9998431
Ncald	0.08805157	0.9998431
Slc25a29	0.088194736	0.9998431
Sp7	0.088211775	0.9998431
Etohi1	0.088338037	0.9998431
Tmem45a2	0.088635149	0.9998431
Itga10	0.088645465	0.9998431
Bhlha9	0.088818677	0.9998431
Creg2	0.088918865	0.9998431
Mgat4a	0.089002653	0.9998431
Ddr1	0.08906459	0.9998431
4833417C18Rik	0.089072887	0.9998431
Alg11	0.089101926	0.9998431
Sapcd2	0.089106759	0.9998431
Wee2	0.089216094	0.9998431
Oprm1	0.089221986	0.9998431
2810404M03Rik	0.089225949	0.9998431
Zcchc2	0.08930361	0.9998431
Ints12	0.089496797	0.9998431
Exoc3l	0.089637844	0.9998431
1700030C10Rik	0.089680082	0.9998431
Tgfbrap1	0.089706978	0.9998431
Sar1a	0.089767056	0.9998431
Abcb8	0.089814489	0.9998431
Guca2b	0.089896912	0.9998431
Aasdh	0.089948975	0.9998431
Irgm2	0.090016638	0.9998431
Mdh1b	0.090083128	0.9998431
Bbs10	0.090085881	0.9998431
Slc24a4	0.090089253	0.9998431
Wnt4	0.090256631	0.9998431
Rita1	0.090261897	0.9998431
Rragd	0.090282882	0.9998431
Tmem132e	0.090323125	0.9998431
2700089I24Rik	0.090498818	0.9998431
Ppp1r2	0.090639123	0.9998431
Olfr70	0.090683219	0.9998431
Impg1	0.090776018	0.9998431
Pdia4	0.090872308	0.9998431
Zfp575	0.090877027	0.9998431
Unc119	0.090919847	0.9998431
Rexo4	0.091010642	0.9998431
Safb	0.091064988	0.9998431
43535	0.091204146	0.9998431
Trappc6a	0.091280722	0.9998431
Snord104	0.09135873	0.9998431
Foxf1	0.09137688	0.9998431
Esyt1	0.09137763	0.9998431
Kifc5b	0.091390053	0.9998431
1700025N23Rik	0.091393926	0.9998431
Elfn1	0.091396468	0.9998431
Gm19345	0.091398149	0.9998431
Scarf2	0.091400466	0.9998431
Tmco6	0.091411009	0.9998431
Cep295	0.0915874	0.9998431
Myh11	0.091604403	0.9998431
Rgs7	0.09161811	0.9998431
Abca1	0.091681602	0.9998431
5430419D17Rik	0.09173277	0.9998431
Col6a5	0.091767683	0.9998431
Mir24-2	0.091991152	0.9998431
Psma8	0.092041566	0.9998431
Pgm2l1	0.092125908	0.9998431
Syt10	0.092129834	0.9998431
Dlgap2	0.092273382	0.9998431
Ccdc3	0.092344298	0.9998431
Cyp4f13	0.092380217	0.9998431
Gm715	0.092460143	0.9998431
Aire	0.092479007	0.9998431
Mkrn2os	0.092484333	0.9998431
Gpr55	0.092589165	0.9998431
Dtymk	0.092798707	0.9998431
Dclk1	0.092812317	0.9998431
D1Pas1	0.092961891	0.9998431
Klf2	0.092999856	0.9998431
Ascl3	0.093017705	0.9998431
Pask	0.093057214	0.9998431
Pura	0.093092267	0.9998431
Actr6	0.093249123	0.9998431
Pde3b	0.093299263	0.9998431
Fgfr4	0.093334435	0.9998431
4930451G09Rik	0.093506774	0.9998431
Purb	0.093536939	0.9998431
Pax1	0.093610821	0.9998431
Isy1	0.093646951	0.9998431
Smap2	0.093695268	0.9998431
Id4	0.093755591	0.9998431
Gm20740	0.093908843	0.9998431
Pcdhac1	0.094037031	0.9998431
Cxxc4	0.094176459	0.9998431
Acvrl1	0.094286638	0.9998431
Cldnd2	0.094323746	0.9998431
Dnase1l2	0.094339101	0.9998431
Nup62-il4i1	0.094501995	0.9998431
Dlec1	0.094676418	0.9998431
Scn2a1	0.09468613	0.9998431
Apc	0.0947472	0.9998431
Gm3264	0.094764887	0.9998431
1700020N18Rik	0.094774973	0.9998431
P2ry6	0.094866272	0.9998431
Trp53i13	0.094962777	0.9998431
Dnajc6	0.094976584	0.9998431
AU015791	0.094976959	0.9998431
Uhrf1	0.095095328	0.9998431
Nudt11	0.095112584	0.9998431
Sphk2	0.095160022	0.9998431
Mon1b	0.095164078	0.9998431
Col6a1	0.095218236	0.9998431
Cyp17a1	0.095440324	0.9998431
DQ267102	0.095458576	0.9998431
Gmpr2	0.095459245	0.9998431
Prss12	0.095680304	0.9998431
Gys2	0.095700338	0.9998431
Ccr1	0.095764715	0.9998431
Cbwd1	0.095833908	0.9998431
Ppp1r12b	0.096076702	0.9998431
Dazl	0.096127761	0.9998431
Plxdc2	0.096215623	0.9998431
Shisa9	0.096267613	0.9998431
As3mt	0.096313186	0.9998431
Phf21a	0.096326889	0.9998431
Mir93	0.096377068	0.9998431
Spry4	0.096442712	0.9998431
Il21	0.096567416	0.9998431
1700001J03Rik	0.096642576	0.9998431
4930417O22Rik	0.097082154	0.9998431
Cstf1	0.097383475	0.9998431
Cplx3	0.097391038	0.9998431
Setd6	0.097592283	0.9998431
Prss35	0.097635811	0.9998431
Esam	0.097663825	0.9998431
Mir140	0.097665496	0.9998431
Ehd4	0.097700946	0.9998431
C1ql2	0.097722404	0.9998431
Erp27	0.097751479	0.9998431
Asb17	0.097752079	0.9998431
1700100L14Rik	0.097758566	0.9998431
Timeless	0.097854363	0.9998431
Smim13	0.097901075	0.9998431
Col23a1	0.097926929	0.9998431
Drd2	0.09816927	0.9998431
Tc2n	0.098218245	0.9998431
Ltb4r2	0.098281907	0.9998431
Bcl2l11	0.098329356	0.9998431
S1pr3	0.098353185	0.9998431
Hist1h1e	0.098380706	0.9998431
Cldn12	0.098470302	0.9998431
Baiap3	0.098502761	0.9998431
Osbpl10	0.098555611	0.9998431
Poll	0.098561098	0.9998431
Myot	0.09858864	0.9998431
Rps13	0.098822116	0.9998431
Slitrk5	0.098859193	0.9998431
Lsm5	0.098864556	0.9998431
6030458C11Rik	0.098972412	0.9998431
Efna2	0.099011698	0.9998431
Fam129c	0.099061983	0.9998431
Scarna10	0.09910775	0.9998431
Gpam	0.099294063	0.9998431
Mga	0.099527089	0.9998431
Osmr	0.099527505	0.9998431
Plekho2	0.099585356	0.9998431
Zfp281	0.099639964	0.9998431
Trp53tg5	0.099654105	0.9998431
Casq1	0.099697933	0.9998431
Fam124a	0.099800858	0.9998431
Grhl3	0.099873177	0.9998431
Ptgir	0.099905532	0.9998431
Fam183b	0.099925429	0.9998431
Ptges3l	0.099928812	0.9998431
Krt9	0.100005642	0.9998431
Nup85	0.100039476	0.9998431
1700007J10Rik	0.100121335	0.9998431
Pla1a	0.100156372	0.9998431
Mir1958	0.100220652	0.9998431
Osgepl1	0.100227935	0.9998431
Ppp1r13l	0.100367175	0.9998431
Zbtb8a	0.10036984	0.9998431
Aldh9a1	0.100403055	0.9998431
5430427O19Rik	0.100478389	0.9998431
Ebp	0.100524872	0.9998431
Cdv3	0.100621618	0.9998431
Il24	0.100721032	0.9998431
Tead3	0.100728948	0.9998431
Rabggta	0.100770228	0.9998431
Sgpp2	0.100854908	0.9998431
Six4	0.100862229	0.9998431
Mir143	0.100998205	0.9998431
Pcdh15	0.101045709	0.9998431
Apool	0.101101678	0.9998431
Dxo	0.101171131	0.9998431
Zfp870	0.101289643	0.9998431
Tex33	0.101300422	0.9998431
Gsx2	0.101387696	0.9998431
1600027J07Rik	0.101480713	0.9998431
Dbndd1	0.101504513	0.9998431
9530026F06Rik	0.101535799	0.9998431
Mvd	0.101703947	0.9998431
A330093E20Rik	0.101732419	0.9998431
Rnls	0.10175781	0.9998431
Zfp800	0.10176021	0.9998431
4930512J16Rik	0.101822447	0.9998431
Atf7ip	0.102063419	0.9998431
Tec	0.10208324	0.9998431
Theg	0.102163768	0.9998431
Rpain	0.102227152	0.9998431
Gabra3	0.102231209	0.9998431
Mep1b	0.102345172	0.9998431
Cd59b	0.102385753	0.9998431
Cmklr1	0.102406009	0.9998431
Swt1	0.102492678	0.9998431
Ccno	0.102580281	0.9998431
Cdca7l	0.102615192	0.9998431
2410004I01Rik	0.102673989	0.9998431
Adamts14	0.102738652	0.9998431
Fibp	0.102740681	0.9998431
Moxd1	0.10276056	0.9998431
Tmem127	0.102824224	0.9998431
4933439K11Rik	0.102988976	0.9998431
Scrn1	0.103002958	0.9998431
Gm13152	0.103069703	0.9998431
Serpina12	0.103088766	0.9998431
Kynu	0.103153984	0.9998431
Shisa8	0.103172507	0.9998431
Spatc1l	0.103241785	0.9998431
Pcdhgb5	0.103287651	0.9998431
Nek3	0.103369091	0.9998431
4933402D24Rik	0.103407514	0.9998431
Ido2	0.103462649	0.9998431
C2cd4a	0.103478145	0.9998431
Grk4	0.103502022	0.9998431
Coch	0.103598053	0.9998431
2310045N01Rik	0.10366907	0.9998431
1600012H06Rik	0.103755321	0.9998431
Tle2	0.10395781	0.9998431
9530080O11Rik	0.104002346	0.9998431
Hmgn3	0.104082382	0.9998431
Neb	0.10411704	0.9998431
Arhgef18	0.104122218	0.9998431
Zbtb12	0.104126771	0.9998431
Gcnt1	0.104337258	0.9998431
2510009E07Rik	0.104408604	0.9998431
Orm2	0.104577527	0.9998431
Cox6b2	0.104786589	0.9998431
Zfp251	0.104804667	0.9998431
4930447N08Rik	0.104862844	0.9998431
Kalrn	0.104866009	0.9998431
Mtx3	0.104905351	0.9998431
Otc	0.104957618	0.9998431
P3h4	0.10513157	0.9998431
Tmem176b	0.105285736	0.9998431
Eya2	0.105286721	0.9998431
1700048M11Rik	0.105570137	0.9998431
Asap1	0.105611186	0.9998431
Lrrc7	0.105691058	0.9998431
Cdk18	0.105697574	0.9998431
Faxc	0.105783554	0.9998431
Tnfaip3	0.105880794	0.9998431
4930528A17Rik	0.105888899	0.9998431
Slc2a4	0.105938615	0.9998431
Tnfrsf19	0.105970212	0.9998431
Nelfa	0.106228352	0.9998431
Aebp2	0.106236252	0.9998431
Fanci	0.106251758	0.9998431
Sco1	0.106279103	0.9998431
Crygc	0.10641482	0.9998431
Cdc20b	0.106459707	0.9998431
Cited2	0.106494994	0.9998431
Nr2f2	0.106501506	0.9998431
Anxa1	0.106618175	0.9998431
Fam171b	0.106845659	0.9998431
Htra2	0.106877431	0.9998431
2810429I04Rik	0.106902183	0.9998431
6330408A02Rik	0.106961167	0.9998431
Asb16	0.107023483	0.9998431
Dalrd3	0.107051416	0.9998431
AW146154	0.107051422	0.9998431
Fam109b	0.107128293	0.9998431
Pex5l	0.107133744	0.9998431
Gkn1	0.107143727	0.9998431
Creb5	0.107362093	0.9998431
Arhgap25	0.10737084	0.9998431
Samd7	0.107646628	0.9998431
Smad3	0.107651126	0.9998431
Cdhr1	0.107669693	0.9998431
5730422E09Rik	0.107744926	0.9998431
2900052N01Rik	0.107749776	0.9998431
Mir298	0.107782204	0.9998431
Cyb5rl	0.10783884	0.9998431
Tcp11	0.10787609	0.9998431
Gabbr1	0.107895333	0.9998431
Ifngr1	0.107974285	0.9998431
Zmynd10	0.107988869	0.9998431
4930412O13Rik	0.108000728	0.9998431
Zdhhc1	0.108050374	0.9998431
Trp53inp1	0.10809327	0.9998431
Lix1	0.108155076	0.9998431
Man2c1	0.108156783	0.9998431
Pi4kb	0.108228501	0.9998431
4931403E22Rik	0.108243709	0.9998431
Gm30505	0.1082509	0.9998431
Tmem135	0.10826581	0.9998431
Msh5	0.108279454	0.9998431
Pdlim3	0.108290499	0.9998431
Reg3d	0.108378983	0.9998431
Postn	0.108419536	0.9998431
Gypc	0.108437022	0.9998431
Gbx1	0.108530209	0.9998431
Tdrd9	0.108695566	0.9998431
2700099C18Rik	0.10872075	0.9998431
B930059L03Rik	0.108768425	0.9998431
Odf3b	0.108783468	0.9998431
Ccdc178	0.10882302	0.9998431
H3f3b	0.108838814	0.9998431
Cnfn	0.108854653	0.9998431
Mir5623	0.108906234	0.9998431
Rarg	0.108914314	0.9998431
Cdh11	0.109103858	0.9998431
Gclm	0.109107767	0.9998431
Pknox1	0.109168836	0.9998431
Cep350	0.109251726	0.9998431
B4galnt4	0.10935864	0.9998431
AF357355	0.109439418	0.9998431
Arg2	0.109593397	0.9998431
Zfp276	0.109724614	0.9998431
Zp2	0.109897221	0.9998431
Snord96a	0.109950024	0.9998431
Myl1	0.110220584	0.9998431
Naga	0.110244657	0.9998431
Gm2762	0.110311316	0.9998431
Adamts10	0.110379782	0.9998431
Vax2	0.110442513	0.9998431
Tulp3	0.110493059	0.9998431
Drc7	0.110682623	0.9998431
Mgat5	0.110734584	0.9998431
AA986860	0.110765302	0.9998431
Rab39b	0.110829344	0.9998431
Pxdc1	0.110953666	0.9998431
Ggt6	0.111030108	0.9998431
Sik1	0.111127418	0.9998431
Rnf185	0.111253274	0.9998431
Podn	0.111350753	0.9998431
Pbld2	0.11139385	0.9998431
G0s2	0.111488367	0.9998431
Mzf1	0.111505318	0.9998431
Gm17801	0.111516437	0.9998431
Zfp874a	0.111878711	0.9998431
Fgd2	0.111911615	0.9998431
Egr2	0.111962485	0.9998431
Mir1962	0.112083142	0.9998431
Mroh4	0.112112863	0.9998431
Mir193b	0.112124436	0.9998431
Lhx9	0.112170934	0.9998431
Mettl17	0.112279941	0.9998431
Vkorc1	0.112314684	0.9998431
Trim47	0.112384497	0.9998431
Tmod2	0.112525573	0.9998431
Gm12216	0.112600019	0.9998431
Rasal2	0.112645234	0.9998431
Mir379	0.112797789	0.9998431
Ccdc163	0.112904554	0.9998431
Slc16a10	0.11292136	0.9998431
Gcnt7	0.1130787	0.9998431
Stxbp5	0.113091887	0.9998431
2310065F04Rik	0.113172333	0.9998431
Fndc8	0.113233478	0.9998431
Acp6	0.113238832	0.9998431
1700109K24Rik	0.11327303	0.9998431
Ttll13	0.113358899	0.9998431
Emx2	0.1134131	0.9998431
Slc10a1	0.113475334	0.9998431
Uts2r	0.113548717	0.9998431
Bglap	0.113656963	0.9998431
Pus3	0.113684111	0.9998431
Man2a1	0.113702434	0.9998431
Ccl1	0.11390815	0.9998431
Foxred2	0.113914395	0.9998431
Mir6546	0.113920093	0.9998431
Itpr3	0.113934745	0.9998431
Plaa	0.113978809	0.9998431
Hook3	0.114030873	0.9998431
1810030O07Rik	0.114102528	0.9998431
Tagln	0.114238929	0.9998431
Mtx1	0.114310145	0.9998431
9230116N13Rik	0.114373068	0.9998431
Spns3	0.114478518	0.9998431
Hivep2	0.114484789	0.9998431
Cdh19	0.11450679	0.9998431
C2cd4d	0.114510753	0.9998431
Gm11186	0.114516321	0.9998431
Hspa2	0.114550366	0.9998431
Bend4	0.114607734	0.9998431
Zscan2	0.114643726	0.9998431
1110038F14Rik	0.114657971	0.9998431
Kcnk15	0.114794804	0.9998431
Cln6	0.114830446	0.9998431
Cd101	0.114855145	0.9998431
Rpn1	0.11496672	0.9998431
Gfy	0.114987866	0.9998431
Mirc35hg	0.114997505	0.9998431
Gm10790	0.114998221	0.9998431
Neil1	0.115091364	0.9998431
Dnm3os	0.115141761	0.9998431
Aspg	0.115185267	0.9998431
Igtp	0.115262816	0.9998431
Sod2	0.115319098	0.9998431
Ccl24	0.11533038	0.9998431
Gm14057	0.115388512	0.9998431
Dcaf7	0.115418934	0.9998431
Gstm5	0.115493197	0.9998431
Rab3c	0.115661723	0.9998431
Stk10	0.115762217	0.9998431
Tbx3	0.115844616	0.9998431
2700054A10Rik	0.115923555	0.9998431
Gm11201	0.115951398	0.9998431
4933406C10Rik	0.11618796	0.9998431
Phlpp2	0.116195499	0.9998431
Snord55	0.116201792	0.9998431
Katnal2	0.11631274	0.9998431
Msx1os	0.116452852	0.9998431
Atp2b4	0.116474059	0.9998431
Clstn2	0.116540549	0.9998431
Gas7	0.116581778	0.9998431
Msh3	0.116640961	0.9998431
Ldoc1	0.116940806	0.9998431
Dlx3	0.117219262	0.9998431
Lrwd1	0.117230077	0.9998431
Slc4a8	0.117234017	0.9998431
Rasd1	0.117252803	0.9998431
Mybpc2	0.117259257	0.9998431
Ikzf1	0.117361216	0.9998431
Kbtbd2	0.117449346	0.9998431
BC055324	0.117458589	0.9998431
Tmem174	0.117486801	0.9998431
Rhobtb2	0.117488933	0.9998431
4931408D14Rik	0.117507036	0.9998431
Pabpn1l	0.117554191	0.9998431
Mir6911	0.117568226	0.9998431
